step,entropy_loss,policy_loss,value_loss
8,2.1952988147735595,-0.001003082593282,0.9928503235181172
18,2.189271561304728,-0.000836781784892,0.771094560623169
27,2.1916913827260336,-0.0007630365590254,0.6093554099400839
36,2.1784287770589192,-0.0016676446112493,0.6671753724416097
44,2.174389616648356,-0.0021148012330134,0.4625581284364065
52,2.160520871480306,-0.0021769357224305,0.6472612738609314
61,2.161532513300578,-0.0022333507736523,0.8116001645723979
69,2.1486623764038084,-0.0019290784994761,0.7729047020276387
77,2.14007142384847,-0.0017216263338923,0.8988341490427653
84,2.143015718460083,-0.0009169089297453,0.9166037797927856
91,2.139223273595174,-0.0015450611710548,1.0188569664955138
99,2.144956541061401,-0.000519149377942,0.9230683962504068
107,2.141163285573324,-0.0005125641822814,0.7447630167007446
114,2.1525923728942877,-0.0005631265540917,1.0895662784576416
122,2.1629159768422443,-0.0009539888550837,0.8453797896703085
129,2.1402226289113364,-0.0009070001542568,0.9090222557385762
137,2.163598887125651,-0.0007838880022366,0.8437178254127502
145,2.154081122080485,-0.0010275886704524,0.6120392759641011
153,2.148121404647827,-0.0030465433994928,0.5422850330670674
160,2.156068563461304,-0.0013618242616454,0.8947347521781921
168,2.1537043412526446,-0.0011800929903984,0.8688385685284933
176,2.159044043223063,-0.0011018459995587,0.8927565932273864
182,2.1567327976226807,-0.0008481297641992,0.59673011302948
190,2.1383410453796388,-0.0012103057156006,0.8278650879859925
198,2.1628414312998454,-0.0018335989365975,0.7066770752271017
206,2.150877904891968,-0.0010674548024932,0.7577531417210897
214,2.1493234793345133,-0.0012713409339388,0.6383446137110392
221,2.1516228516896567,-0.0010030336678028,0.9456590096155802
228,2.138017749786377,-0.0009984855850537,0.7768428206443787
237,2.1239079316457112,-0.0021097893516222,0.7350568771362305
245,2.132386938730876,-0.0009010652701059,0.7569786389668782
253,2.1173885663350425,-0.0030157305300235,0.5964819908142089
261,2.1038020133972166,-0.0018206427494684,0.7763654788335165
268,2.130323870976766,-0.0015399904300769,0.8455864985783895
276,2.119105577468872,-0.0009221501027544,0.7654831528663635
283,2.10605673789978,-0.0009719361861546,1.0243290781974792
290,2.123017104466756,-0.0008207343518733,0.9027663667996724
298,2.111846653620402,-0.0016698759825279,0.6859725673993429
307,2.1111040433247883,-0.0019031209250291,1.1926849961280823
313,2.128549321492513,-0.0009875977411866,0.8152776956558228
321,2.146777057647705,-0.0016605324422319,0.75190269947052
328,2.146186621983846,-0.0022102950140833,0.7169929424921672
336,2.142317088445028,-0.0013999089598655,0.5748122612635295
344,2.132554101943969,-0.0018441731420656,0.5603840470314025
351,2.135262441635132,-0.0012305109451214,1.1742151101430258
359,2.1471312999725343,-0.0019287938872973,0.8510688662528991
366,2.142029476165772,-0.0006176337599754,0.9032033483187356
373,2.140189218521118,-0.001167434391876,0.8613540728886923
381,2.122347593307495,0.0004620432853698,0.8348995248476664
388,2.141090758641561,-0.0003873468687136,0.8906473477681478
396,2.1390026569366456,-0.0013928480446338,0.801280693213145
404,2.1420064608256024,-0.0009570956230163,1.0545503934224447
411,2.1430673758188883,-0.0012635669360558,0.9274170438448588
419,2.1383278528849283,-0.0022924310217301,0.6938550909360249
426,2.1426677385965984,-0.0004899963736534,0.8422246456146241
434,2.1436522324879963,-0.0015069248775641,0.6859185894330343
441,2.1419129689534504,-0.0002711916963259,0.8078229983647665
448,2.156839291254679,-0.0011101375023523,0.7044045090675354
456,2.15124667485555,-0.0020471307138601,0.5869401415189107
464,2.1258317947387697,-0.0015212051570415,1.329029647509257
471,2.124419275919597,-0.0028687801832954,0.7905723412831624
479,2.1408064047495525,-0.0025435232557356,0.6883893728256225
487,2.151632181803385,-0.0011806500454743,0.946861191590627
493,2.145913092295329,-0.0018534936010837,0.7889130393664042
500,2.140374231338501,-0.0025545846670866,0.658057423432668
508,2.1251322587331134,-0.0014626014977693,0.9391829252243042
516,2.146447563171386,-0.0015911313394705,0.6732137123743693
523,2.145268185933431,-0.0014026977121829,0.7317579984664917
531,2.1401647249857585,-0.0018215437730153,0.8626776536305746
538,2.1434500058492025,-0.0009132492045561,0.7805638591448466
546,2.146353801091512,0.0013694720963637,0.779389230410258
554,2.108287747701009,-0.0006961688399314,0.6779970129330953
562,2.1350265026092528,-0.0009875688701868,0.8237591425577799
568,2.140040222803752,-0.001323452591896,0.6809990207354227
576,2.137340259552002,-0.0009149319802721,0.7269442081451416
583,2.1386975288391112,-0.0029727806647618,0.7589925090471904
591,2.142019446690877,-0.0022949868192275,0.7120842893918355
598,2.147720464070638,-0.0041964534670114,0.6907997330029806
606,2.129928159713745,-0.0015301583955685,0.7035842736562093
