reward
220.0
330.0
1040.0
320.0
250.0
130.0
180.0
250.0
200.0
220.0
280.0
640.0
270.0
140.0
180.0
210.0
350.0
250.0
250.0
240.0
690.0
240.0
430.0
270.0
300.0
290.0
210.0
200.0
210.0
230.0
240.0
230.0
290.0
220.0
190.0
280.0
210.0
200.0
210.0
170.0
280.0
270.0
190.0
190.0
190.0
320.0
150.0
210.0
220.0
210.0
270.0
430.0
190.0
290.0
330.0
90.0
320.0
280.0
250.0
250.0
340.0
240.0
270.0
350.0
190.0
250.0
220.0
180.0
220.0
410.0
330.0
280.0
200.0
170.0
170.0
190.0
240.0
260.0
180.0
190.0
300.0
280.0
140.0
220.0
210.0
300.0
240.0
210.0
440.0
160.0
190.0
200.0
220.0
420.0
260.0
320.0
270.0
240.0
450.0
310.0
180.0
170.0
140.0
310.0
310.0
360.0
210.0
260.0
490.0
180.0
170.0
150.0
150.0
220.0
290.0
160.0
270.0
340.0
220.0
230.0
270.0
240.0
250.0
370.0
310.0
140.0
240.0
360.0
70.0
280.0
260.0
150.0
290.0
180.0
160.0
300.0
340.0
160.0
190.0
350.0
310.0
660.0
170.0
260.0
240.0
280.0
290.0
160.0
210.0
260.0
220.0
200.0
230.0
240.0
140.0
240.0
230.0
200.0
250.0
170.0
260.0
210.0
240.0
340.0
270.0
280.0
200.0
120.0
290.0
340.0
230.0
210.0
290.0
280.0
230.0
220.0
270.0
180.0
400.0
220.0
210.0
220.0
210.0
160.0
220.0
250.0
290.0
290.0
190.0
240.0
390.0
410.0
200.0
230.0
400.0
240.0
190.0
240.0
260.0
180.0
320.0
240.0
230.0
180.0
300.0
240.0
210.0
190.0
170.0
120.0
290.0
130.0
290.0
280.0
230.0
390.0
260.0
310.0
250.0
230.0
280.0
610.0
300.0
200.0
360.0
300.0
200.0
190.0
220.0
330.0
210.0
200.0
200.0
1170.0
200.0
310.0
250.0
250.0
230.0
270.0
100.0
140.0
280.0
340.0
290.0
210.0
240.0
150.0
260.0
270.0
190.0
250.0
240.0
310.0
160.0
210.0
290.0
260.0
210.0
190.0
280.0
230.0
250.0
210.0
330.0
260.0
330.0
130.0
260.0
220.0
320.0
150.0
350.0
310.0
220.0
430.0
240.0
150.0
180.0
300.0
230.0
130.0
250.0
350.0
310.0
220.0
160.0
210.0
360.0
320.0
270.0
210.0
300.0
160.0
180.0
290.0
590.0
340.0
280.0
110.0
270.0
320.0
210.0
180.0
210.0
300.0
760.0
290.0
200.0
320.0
140.0
220.0
220.0
290.0
230.0
210.0
220.0
190.0
170.0
240.0
200.0
190.0
200.0
320.0
240.0
300.0
190.0
200.0
310.0
270.0
300.0
470.0
270.0
210.0
270.0
270.0
200.0
270.0
220.0
890.0
240.0
210.0
240.0
270.0
170.0
190.0
300.0
220.0
200.0
150.0
270.0
350.0
240.0
200.0
320.0
300.0
100.0
190.0
200.0
150.0
340.0
450.0
260.0
270.0
230.0
170.0
410.0
210.0
140.0
260.0
250.0
290.0
260.0
150.0
170.0
250.0
250.0
270.0
220.0
370.0
290.0
180.0
260.0
220.0
250.0
230.0
240.0
230.0
390.0
160.0
190.0
290.0
280.0
310.0
220.0
370.0
300.0
140.0
260.0
260.0
250.0
230.0
170.0
350.0
210.0
220.0
110.0
240.0
250.0
210.0
260.0
340.0
240.0
170.0
270.0
200.0
290.0
280.0
270.0
180.0
250.0
110.0
250.0
140.0
250.0
370.0
260.0
220.0
300.0
210.0
450.0
120.0
220.0
210.0
300.0
320.0
650.0
160.0
280.0
230.0
160.0
270.0
260.0
230.0
270.0
130.0
360.0
310.0
200.0
200.0
220.0
210.0
220.0
290.0
160.0
190.0
210.0
310.0
220.0
210.0
220.0
360.0
410.0
320.0
310.0
170.0
70.0
400.0
240.0
220.0
300.0
380.0
280.0
220.0
220.0
190.0
140.0
310.0
280.0
350.0
230.0
190.0
210.0
170.0
250.0
320.0
210.0
260.0
250.0
310.0
220.0
130.0
320.0
90.0
260.0
260.0
240.0
240.0
250.0
160.0
230.0
320.0
190.0
170.0
270.0
350.0
110.0
620.0
280.0
190.0
200.0
140.0
300.0
230.0
410.0
340.0
220.0
190.0
320.0
220.0
210.0
280.0
220.0
210.0
190.0
240.0
200.0
260.0
280.0
170.0
310.0
1210.0
240.0
230.0
290.0
180.0
180.0
210.0
310.0
250.0
250.0
90.0
170.0
710.0
250.0
