reward
420.0
240.0
300.0
360.0
220.0
230.0
400.0
230.0
90.0
190.0
280.0
260.0
210.0
280.0
300.0
140.0
230.0
230.0
200.0
170.0
240.0
220.0
230.0
250.0
300.0
250.0
340.0
170.0
240.0
180.0
200.0
220.0
230.0
450.0
250.0
200.0
280.0
300.0
60.0
260.0
90.0
250.0
100.0
300.0
260.0
340.0
150.0
290.0
240.0
180.0
170.0
220.0
320.0
320.0
220.0
130.0
180.0
200.0
170.0
250.0
240.0
260.0
250.0
200.0
180.0
830.0
660.0
160.0
260.0
510.0
200.0
190.0
230.0
210.0
220.0
170.0
170.0
340.0
90.0
230.0
180.0
210.0
250.0
210.0
340.0
250.0
290.0
290.0
300.0
220.0
230.0
290.0
140.0
190.0
210.0
250.0
170.0
240.0
300.0
270.0
190.0
290.0
210.0
230.0
330.0
300.0
200.0
150.0
300.0
220.0
250.0
600.0
1240.0
190.0
210.0
290.0
280.0
340.0
280.0
200.0
1080.0
320.0
250.0
200.0
220.0
160.0
270.0
200.0
290.0
240.0
310.0
230.0
250.0
310.0
180.0
230.0
330.0
200.0
130.0
300.0
210.0
280.0
350.0
250.0
170.0
290.0
200.0
250.0
430.0
230.0
250.0
250.0
190.0
220.0
640.0
190.0
220.0
350.0
270.0
100.0
360.0
140.0
270.0
240.0
330.0
200.0
190.0
260.0
180.0
220.0
200.0
220.0
270.0
250.0
220.0
150.0
200.0
240.0
280.0
260.0
200.0
190.0
160.0
380.0
210.0
280.0
160.0
230.0
1040.0
260.0
260.0
220.0
310.0
330.0
250.0
250.0
140.0
180.0
140.0
420.0
270.0
230.0
240.0
220.0
200.0
210.0
510.0
200.0
220.0
350.0
230.0
360.0
170.0
320.0
370.0
190.0
330.0
200.0
210.0
280.0
160.0
470.0
280.0
160.0
200.0
240.0
340.0
130.0
260.0
240.0
390.0
230.0
170.0
260.0
200.0
210.0
380.0
330.0
280.0
280.0
280.0
230.0
270.0
260.0
300.0
200.0
260.0
280.0
180.0
210.0
670.0
450.0
170.0
210.0
350.0
320.0
230.0
250.0
230.0
140.0
250.0
260.0
290.0
480.0
340.0
190.0
240.0
240.0
670.0
240.0
170.0
260.0
190.0
240.0
260.0
150.0
390.0
230.0
150.0
320.0
270.0
220.0
300.0
190.0
260.0
520.0
280.0
280.0
250.0
230.0
260.0
280.0
250.0
220.0
280.0
270.0
120.0
190.0
320.0
240.0
490.0
330.0
470.0
170.0
320.0
300.0
300.0
240.0
180.0
180.0
950.0
270.0
290.0
240.0
180.0
160.0
150.0
220.0
210.0
160.0
190.0
220.0
200.0
150.0
340.0
180.0
160.0
280.0
520.0
160.0
430.0
190.0
320.0
310.0
220.0
250.0
380.0
370.0
220.0
170.0
230.0
250.0
270.0
210.0
190.0
470.0
380.0
280.0
240.0
240.0
190.0
310.0
410.0
290.0
260.0
280.0
250.0
220.0
260.0
170.0
180.0
200.0
630.0
200.0
400.0
530.0
140.0
660.0
150.0
210.0
220.0
200.0
250.0
320.0
240.0
270.0
110.0
210.0
250.0
180.0
270.0
220.0
180.0
460.0
230.0
260.0
230.0
190.0
190.0
250.0
160.0
200.0
170.0
240.0
210.0
300.0
250.0
140.0
250.0
310.0
210.0
220.0
200.0
150.0
210.0
380.0
220.0
350.0
270.0
230.0
210.0
240.0
330.0
190.0
190.0
450.0
640.0
250.0
260.0
200.0
260.0
170.0
190.0
260.0
260.0
210.0
360.0
180.0
150.0
150.0
220.0
330.0
260.0
200.0
270.0
240.0
280.0
320.0
180.0
250.0
280.0
230.0
230.0
270.0
220.0
270.0
290.0
370.0
210.0
240.0
230.0
200.0
150.0
220.0
260.0
