total_loss,reward_loss,value_loss,policy_loss
16.740886688232422,7.754772186279297,0.2004075199365615,0.2599154710769653
10.404532432556152,2.253158569335937,0.0549276545643806,2.650654554367065
7.192770957946777,0.8551661968231201,0.4832578003406524,2.7933013439178467
0.2158505916595459,0.0578150264918804,0.5019756555557251,0.1589879095554351
0.3863453269004822,2.7536826133728027,0.5467686653137207,1.7900209426879885
0.3280820846557617,1.875657081604004,0.3163184523582458,0.0550508946180343
4.83629846572876,1.4343434572219849,0.3830449283123016,2.880739212036133
1.8299479484558103,0.1156065762042999,0.2974709570407867,0.0846503227949142
2.4579312801361084,0.4762202799320221,0.055361308157444,0.1267502307891845
0.8861274719238281,0.5053772330284119,0.5395893454551697,0.9080415964126588
0.1303286850452423,0.7182635068893433,0.3407154381275177,0.0524866096675396
3.0387825965881348,0.0570911541581153,0.177553042769432,0.0818167477846145
2.640986204147339,1.3710341453552246,0.0435942038893699,0.1005333513021469
1.931401491165161,0.6814884543418884,0.1438385248184204,2.081967830657959
0.2630502581596374,1.7535320520401,0.0870463773608207,0.7840656042098999
0.2744291424751282,0.0234791338443756,0.11563191562891,0.2682718932628631
0.3474541902542114,0.6011247634887695,0.1653748154640197,0.8844562768936157
0.6498603820800781,0.8963416218757629,0.4377483129501343,0.4106083512306213
2.0425446033477783,0.5970243215560913,0.2971660494804382,1.376885175704956
0.8179129362106323,0.2763033211231231,0.0091804508119821,1.2489935159683228
1.5587142705917358,0.4908965229988098,0.3129884004592895,0.7114123106002808
1.3400824069976809,0.3899838924407959,0.077176421880722,0.1245402321219444
0.6254957318305969,0.0425039045512676,0.0897061377763748,0.1060557216405868
0.4337058663368225,0.678297758102417,0.0282637327909469,1.6005884408950806
0.527876079082489,0.4576218724250793,0.0206371247768402,0.1703787744045257
0.3304761052131653,0.0331755429506301,0.1016318947076797,1.3333957195281982
2.7509074211120605,0.9592673182487488,0.0440793335437774,1.5095667839050293
2.168046474456787,0.6751391887664795,0.1623416393995285,0.1942389905452728
0.0927136093378067,0.7648932933807373,0.2009536921977996,1.2776625156402588
0.1848179548978805,0.6408213973045349,0.1782184243202209,0.1482991874217987
0.4711504876613617,0.876989483833313,0.1337525695562362,0.2007933855056762
2.9155969619750977,0.0932071208953857,0.1235606372356414,0.3229645192623138
1.4129557609558103,0.7848399877548218,0.1056835427880287,1.1841237545013428
1.1243226528167725,0.0462683588266372,0.0537803992629051,0.6617968082427979
0.9622109532356262,0.0215455163270235,0.0938969999551773,0.0615612864494323
0.3017345368862152,0.0543369352817535,0.1001471355557441,1.366594910621643
1.4974874258041382,0.4170539975166321,0.0182201117277145,0.8549394607543945
1.0120270252227783,0.0968287587165832,0.0164502616971731,0.6472242474555969
2.1473073959350586,0.386570930480957,0.0583249852061271,0.6553897261619568
0.9559494853019714,0.2128868997097015,0.0369027107954025,0.1321530640125274
0.2213452756404876,0.5032117366790771,0.0361553207039833,0.471155971288681
1.0480972528457642,0.604487419128418,0.0460382737219333,0.5715168714523315
0.3512064814567566,0.2940545380115509,0.0109436158090829,0.1015008091926574
0.2568089067935943,0.4249905347824096,0.0587823614478111,1.2967244386672974
0.5195651054382324,0.3189931213855743,0.017878795042634,0.1733302474021911
1.0981237888336182,0.2475417852401733,0.057104580104351,0.5147961378097534
0.2955084443092346,0.1373085677623748,0.0287815369665622,0.3598868548870086
0.097104288637638,0.3562752604484558,0.0243447162210941,0.5113838911056519
0.6047807931900024,0.0712516456842422,0.0593919716775417,0.2378536164760589
0.419523149728775,0.1267999857664108,0.0087612308561801,0.3044453263282776
0.4487095177173614,0.1391380727291107,0.0133888628333807,0.3687530159950256
0.3530437350273132,0.0903781503438949,0.0067377863451838,0.1851663738489151
0.4071853756904602,0.2719685733318329,0.0047392267733812,0.122778370976448
0.2576997280120849,0.1345537006855011,0.0023782444186508,0.3015910685062408
0.2952150702476501,0.3370038866996765,0.0145972957834601,0.1847852170467376
0.6159873008728027,0.4474542140960693,0.0109072551131248,0.1089425906538963
1.1265027523040771,0.3064605593681335,0.009170570410788,0.2179255336523056
0.351318359375,0.1420627534389495,0.0193752683699131,0.3711594343185425
0.3002249002456665,0.1004397869110107,0.0084626693278551,0.3264738917350769
0.3972055315971374,0.1979787945747375,0.0084883607923984,0.3571917116641998
0.6142133474349976,0.0484964996576309,0.0047744642943143,0.1518739908933639
0.2408035397529602,0.1318568438291549,0.008661575615406,0.1342058479785919
0.2108636051416397,0.1069409251213073,0.0141299860551953,0.1540669351816177
0.43455570936203,0.1306601911783218,0.0053877951577305,0.4329442381858825
0.4743805527687073,0.146537184715271,0.0221178382635116,0.1648371666669845
0.1069805696606636,0.1838899254798889,0.0519648715853691,0.3370291292667389
0.6401549577713013,0.1192257329821586,0.0033488667104393,0.2130003273487091
0.3518235683441162,0.2736594974994659,0.0023912489414215,0.1004454791545867
0.4802037179470062,0.0875575244426727,0.0083005502820014,0.5323852896690369
0.5722014904022217,0.0705456212162971,0.0263247452676296,0.4014666676521301
0.2028659284114837,0.2697982788085937,0.0197839774191379,0.1523661017417907
0.2383179813623428,0.073789931833744,0.0326393209397792,0.2523282170295715
0.7045623064041138,0.1947132050991058,0.0108977947384119,0.3744707107543945
0.2098549604415893,0.0558694414794445,0.0044101327657699,0.4945264160633087
0.5839521288871765,0.3124217391014099,0.015208319760859,0.4400262832641601
0.293624997138977,0.177886962890625,0.0169579405337572,0.0852626040577888
0.2316915392875671,0.3236099481582641,0.0180542711168527,0.3753469586372375
0.2965784668922424,0.3331945538520813,0.0088190026581287,0.4665414988994598
0.169494017958641,0.170145571231842,0.0768678709864616,0.2557029128074646
0.3708765506744385,0.2366365790367126,0.0064363768324255,0.0553464777767658
0.5441741943359375,0.1084008961915969,0.0070212110877037,0.1919156312942505
0.2653568983078003,0.2367514371871948,0.0046872193925082,0.7871683835983276
0.525161862373352,0.2455739974975586,0.006885306444019,0.35195392370224
0.1080148667097091,0.4145998060703277,0.0070918891578912,0.228014275431633
0.639946699142456,0.2155081033706665,0.0151572460308671,0.1318773478269577
